,field,files,total_size
543,field0787,186.0,1355.0472259521484
544,field0788,192.0,1138.1149291992188
545,field0789,192.0,1671.5736379623413
546,field0790,192.0,1370.3346223831177
547,field0791,192.0,1626.0147075653076
548,field0792,192.0,2082.538604736328
549,field0793,192.0,2438.9266967773438
550,field0794,192.0,3281.2118530273438
551,field0795,192.0,4068.6607360839844
552,field0796,192.0,5288.028710365295
553,field0797,192.0,6862.449645996094
554,field0798,192.0,8514.881130218506
555,field0799,128.0,7621.76513671875
556,field0800,128.0,11136.054992675781
557,field0801,128.0,16648.292541503906
558,field0802,188.0,20411.566734313965
559,field0803,149.0,31986.331939697266
560,field0804,153.0,21050.891876220703
561,field0805,154.0,14202.953338623047
562,field0806,182.0,19700.444221496582
563,field0807,187.0,19853.51848602295
564,field0808,164.0,9455.780982971191
565,field0809,164.0,6827.768325805664
566,field0810,128.0,3754.138946533203
567,field0811,128.0,2472.686767578125
568,field0812,128.0,1737.7853393554688
569,field0813,128.0,1787.567138671875
570,field0814,130.0,1315.9742345809937
571,field0815,128.0,932.1212749481201
572,field0816,131.0,932.4655523300171
573,field0817,185.0,1063.368797302246
574,field0818,191.0,1064.1098022460938
575,field0819,191.0,1569.9052801132202
576,field0820,191.0,1423.5496425628662
577,field0821,192.0,1541.995997428894
578,field0822,192.0,1914.0243530273438
579,field0823,192.0,2471.637725830078
580,field0824,192.0,3623.96240234375
581,field0825,192.0,4656.982416152954
582,field0826,192.0,6047.630307197571
583,field0827,192.0,7652.282713890076
584,field0828,192.0,10329.437255859375
585,field0829,128.0,6303.7872314453125
586,field0830,186.0,17453.526496887207
587,field0831,189.0,12824.953079223633
588,field0832,161.0,11294.435501098633
589,field0833,184.0,7525.548934936523
590,field0834,128.0,4606.2469482421875
591,field0835,128.0,3146.5530395507812
592,field0836,128.0,2432.8231811523438
593,field0837,128.0,3009.796142578125
594,field0838,128.0,1842.3080444335938
595,field0839,128.0,1280.6892347335815
596,field0840,137.0,915.186882019043
597,field0841,128.0,907.1350078582764
598,field0842,188.0,1030.731201171875
599,field0843,192.0,1248.359679222107
600,field0844,192.0,1325.7026662826538
601,field0845,192.0,1389.2173738479614
602,field0846,192.0,1912.4031066894531
603,field0847,192.0,2724.456787109375
604,field0848,192.0,4157.7339153289795
605,field0849,192.0,5250.358581542969
606,field0850,128.0,3029.8233032226562
607,field0851,128.0,3769.8745727539062
608,field0852,128.0,5110.740661621094
609,field0853,128.0,5221.366882324219
610,field0854,128.0,2839.0884399414062
611,field0855,128.0,2129.077911376953
612,field0856,128.0,2807.6171875
613,field0857,128.0,1950.2639770507812
614,field0858,128.0,1348.114013671875
615,field0859,137.0,971.0063934326172
616,field0860,185.0,1063.3468618392944
617,field0861,192.0,1011.8484497070312
618,field0862,192.0,1089.7636413574219
619,field0863,192.0,1344.29931640625
620,field0864,192.0,2266.693115234375
621,field0865,191.0,3144.073479652405
622,field0866,128.0,2164.936065673828
623,field0867,128.0,2048.015594482422
624,field0868,128.0,3000.640869140625
625,field0869,84.0,790.3099021911621
626,field0870,84.0,564.3844566345215
627,field0871,82.0,421.0472059249878
628,field0872,84.0,342.7505474090576
629,field0873,84.0,328.06396484375
630,field0874,82.0,421.0472011566162
631,field0875,80.0,514.411922454834
632,field0876,82.0,707.6263427734375
633,field0877,84.0,804.901123046875
634,field0880,32.0,204.65850830078125
635,field0881,32.0,93.84155178070068
636,field1248,3.0,0.18215179443359375
637,field1287,17.0,1.9903182983398438
638,field1288,9.0,1.0156631469726562
639,field1289,81.0,4.137992858886719
640,field1290,119.0,4.187583923339844
641,field1291,98.0,3.5238265991210938
642,field1292,120.0,8.507728576660156
643,field1293,123.0,9.426116943359375
644,field1294,124.0,6.34765625
645,field1295,125.0,8.82720947265625
646,field1296,125.0,14.688491821289062
647,field1297,123.0,16.915321350097656
648,field1298,62.0,15.986442565917969
649,field1299,61.0,27.88257598876953
650,field1300,40.0,32.93895721435547
651,field1336,1.0,0.11444091796875
652,field1337,118.0,10.668754577636719
653,field1338,106.0,15.729904174804688
654,field1339,93.0,12.912750244140625
655,field1340,115.0,18.945693969726562
656,field1341,122.0,27.837753295898438
657,field1342,127.0,26.534080505371094
658,field1343,124.0,25.68340301513672
659,field1344,126.0,32.56034851074219
660,field1345,126.0,35.869598388671875
661,field1346,125.0,35.94970703125
662,field1347,125.0,38.05828094482422
663,field1348,125.0,56.92005157470703
664,field1349,123.0,71.63429260253906
665,field1350,61.0,69.14329528808594
666,field1351,61.0,75.75321197509766
667,field1352,62.0,110.53085327148438
668,field1353,61.0,91.1712646484375
669,field1354,34.0,32.75775909423828
670,field1386,53.0,8.095741271972656
671,field1387,53.0,7.4310302734375
672,field1388,114.0,9.966850280761719
673,field1389,119.0,32.085418701171875
674,field1390,118.0,33.39958190917969
675,field1391,103.0,28.760910034179688
676,field1392,104.0,31.86321258544922
677,field1393,107.0,32.10163116455078
678,field1394,128.0,44.70252990722656
679,field1395,128.0,44.26288604736328
680,field1396,128.0,44.58808898925781
681,field1397,127.0,47.509193420410156
682,field1398,127.0,56.610107421875
683,field1399,128.0,74.16820526123047
684,field1400,128.0,102.9043197631836
685,field1401,125.0,93.60027313232422
686,field1402,128.0,167.82569885253906
687,field1403,127.0,256.3629150390625
688,field1404,124.0,263.3094787597656
689,field1405,64.0,200.36696910858154
690,field1406,63.0,85.61229705810547
691,field1407,62.0,53.87401580810547
692,field1408,38.0,25.21228790283203
693,field1409,1.0,0.39958953857421875
694,field1438,122.0,13.769149780273438
695,field1439,124.0,18.9361572265625
696,field1440,122.0,31.942367553710938
697,field1441,128.0,99.32708740234375
698,field1442,128.0,76.00116729736328
699,field1443,128.0,70.8322525024414
700,field1444,128.0,67.5191879272461
701,field1445,128.0,81.46381378173828
702,field1446,128.0,68.75133514404297
703,field1447,128.0,69.5962905883789
704,field1448,128.0,77.22282409667969
705,field1449,128.0,76.57432556152344
706,field1450,128.0,83.82320404052734
707,field1451,128.0,119.68612670898438
708,field1452,128.0,178.76911163330078
709,field1453,128.0,177.5369644165039
710,field1454,128.0,341.82453060150146
711,field1455,128.0,386.44218254089355
712,field1456,128.0,322.5326509475708
713,field1457,64.0,119.30465698242188
714,field1458,63.0,57.53326416015625
715,field1460,57.0,26.770591735839844
716,field1462,64.0,34.699440002441406
717,field1487,89.0,23.24199676513672
718,field1488,116.0,46.497344970703125
719,field1489,127.0,57.465553283691406
720,field1490,117.0,58.56513977050781
721,field1491,128.0,64.94331359863281
722,field1492,128.0,68.603515625
723,field1493,128.0,175.79078674316406
724,field1494,128.0,152.20355987548828
725,field1495,128.0,145.13015747070312
726,field1496,128.0,134.0017318725586
727,field1497,128.0,125.16117095947266
728,field1498,128.0,108.44707489013672
729,field1499,128.0,98.93512725830078
730,field1500,128.0,95.71266174316406
731,field1501,128.0,117.7663803100586
732,field1502,128.0,132.7981948852539
733,field1503,128.0,205.6417465209961
734,field1504,128.0,242.37537384033203
735,field1505,128.0,328.06396198272705
736,field1506,127.0,434.01717948913574
737,field1507,128.0,474.2622375488281
738,field1508,127.0,451.2786865234375
739,field1509,126.0,267.8327531814575
740,field1510,128.0,112.0595932006836
741,field1511,64.0,60.37139892578125
742,field1512,63.0,46.482086181640625
743,field1513,63.0,49.51190948486328
744,field1514,63.0,40.14778137207031
745,field1515,43.0,28.267860412597656
746,field1517,12.0,2.4662017822265625
747,field1537,1.0,3.814697265625
748,field1538,124.0,217.62847900390625
749,field1539,126.0,271.3623046875
750,field1540,127.0,286.1995668411255
751,field1541,128.0,225.91876983642578
752,field1542,128.0,210.83641052246094
753,field1543,128.0,209.87606048583984
754,field1544,128.0,210.6170654296875
755,field1545,128.0,268.0778503417969
756,field1546,129.0,267.85850524902344
757,field1547,128.0,251.57928466796875
758,field1548,128.0,206.44378662109375
759,field1549,128.0,191.34807586669922
760,field1550,128.0,148.9553451538086
761,field1551,128.0,161.63063049316406
762,field1552,128.0,146.07715606689453
763,field1553,128.0,188.84563446044922
764,field1554,128.0,225.25787353515625
765,field1555,128.0,306.4155578613281
766,field1556,128.0,422.0962505340576
767,field1557,128.0,618.1716871261597
768,field1558,128.0,572.1092205047607
769,field1559,128.0,527.0957946777344
770,field1560,128.0,299.4537343978882
771,field1561,128.0,180.2082061767578
772,field1562,128.0,104.33101654052734
773,field1563,128.0,73.83441925048828
774,field1564,106.0,64.06497955322266
775,field1565,81.0,51.33342742919922
776,field1566,62.0,57.468414306640625
777,field1567,114.0,54.86774444580078
778,field1568,128.0,73.56452941894531
779,field1569,106.0,70.55473327636719
780,field1570,8.0,3.391265869140625
781,field1571,64.0,42.8619384765625
782,field1572,101.0,64.50080871582031
783,field1573,96.0,73.26221466064453
784,field1574,30.0,18.38207244873047
785,field1575,64.0,48.54297637939453
786,field1576,51.0,39.589881896972656
787,field1577,10.0,11.163711547851562
788,field1579,1.0,0.8592605590820312
789,field1580,5.0,8.106231689453125
790,field1581,19.0,33.473968505859375
791,field1584,2.0,7.534026145935059
792,field1585,52.0,999.45068359375
793,field1586,83.0,992.9656982421875
794,field1587,121.0,1709.1751098632812
795,field1588,128.0,920.6771831512451
796,field1589,124.0,570.106502532959
797,field1590,128.0,549.2210388183594
798,field1591,129.0,442.0280456542969
799,field1592,128.0,370.5587377548218
800,field1593,128.0,369.64416313171387
801,field1594,128.0,324.63072967529297
802,field1595,128.0,331.1157159805298
803,field1596,128.0,392.91381072998047
804,field1597,129.0,401.8182678222656
805,field1598,128.0,403.0227584838867
806,field1599,128.0,294.49462890625
807,field1600,128.0,238.89541625976562
808,field1601,128.0,217.437744140625
809,field1602,128.0,198.43673706054688
810,field1603,128.0,221.44317626953125
811,field1604,128.0,331.78328800201416
812,field1605,127.0,318.24111557006836
813,field1606,128.0,474.2622308731079
814,field1607,128.0,577.7358989715576
815,field1608,128.0,621.7002849578857
816,field1609,128.0,613.9755229949951
817,field1610,128.0,363.82674980163574
818,field1611,128.0,193.59397888183594
819,field1612,128.0,108.12187194824219
820,field1613,128.0,92.46158599853516
821,field1614,128.0,76.16424560546875
822,field1615,92.0,56.30970001220703
823,field1616,112.0,80.91926574707031
824,field1617,130.0,76.62200927734375
825,field1618,130.0,82.3831558227539
826,field1619,128.0,89.05506134033203
827,field1620,83.0,45.17936706542969
828,field1621,128.0,75.4556655883789
829,field1622,128.0,85.13927459716797
830,field1623,128.0,87.3880386352539
831,field1624,37.0,30.351638793945312
832,field1625,63.0,53.95221710205078
833,field1626,85.0,76.9805908203125
834,field1627,93.0,76.71260833740234
835,field1628,14.0,18.310546875
836,field1629,72.0,129.9285888671875
837,field1630,65.0,146.4395523071289
838,field1631,64.0,171.56600952148438
839,field1632,66.0,137.51983642578125
840,field1633,108.0,501.25121879577637
841,field1634,127.0,1224.0409832000732
842,field1635,128.0,1873.0163564682007
843,field1636,128.0,2224.0638732910156
844,field1637,128.0,1764.678955078125
845,field1638,128.0,1509.7618103027344
846,field1639,129.0,768.4707622528076
847,field1640,129.0,598.4306325912476
848,field1641,128.0,566.7686452865601
849,field1642,128.0,448.41766357421875
850,field1643,128.0,393.39065074920654
851,field1644,129.0,433.19797229766846
852,field1645,128.0,532.0549011230469
853,field1646,128.0,521.8505849838257
854,field1647,128.0,480.07964992523193
855,field1648,128.0,435.5430564880371
856,field1649,128.0,382.99560356140137
857,field1650,128.0,305.08041286468506
858,field1651,128.0,291.9197082519531
859,field1652,128.0,343.225474357605
860,field1653,128.0,460.24322032928467
861,field1654,128.0,472.0563859939575
862,field1655,128.0,683.5937480926514
863,field1656,128.0,741.4817752838135
864,field1657,128.0,704.6699457168579
865,field1658,128.0,408.36334133148193
866,field1659,128.0,237.75100708007812
867,field1660,128.0,136.64722442626953
868,field1661,128.0,80.1229476928711
869,field1662,127.0,78.81641387939453
870,field1663,141.0,70.44792175292969
871,field1664,115.0,66.20597839355469
872,field1665,168.0,85.70003509521484
873,field1666,137.0,83.45317840576172
874,field1667,147.0,101.23920440673828
875,field1668,121.0,91.72725677490234
876,field1669,137.0,87.34893798828125
877,field1670,150.0,83.8766098022461
878,field1671,139.0,70.94097137451172
879,field1672,21.0,21.123886108398438
880,field1673,76.0,66.34330749511719
881,field1674,76.0,73.74095916748047
882,field1675,124.0,118.73531341552734
883,field1676,95.0,88.56582641601562
884,field1677,129.0,219.12097930908203
885,field1678,118.0,293.5609769821167
886,field1679,128.0,369.16732120513916
887,field1680,127.0,518.3219814300537
888,field1681,128.0,745.2011108398438
889,field1682,128.0,1250.8392324447632
890,field1683,128.0,2573.3947744369507
891,field1684,128.0,2618.9804077148438
892,field1685,128.0,1972.7706899642944
893,field1686,128.0,1679.229736328125
894,field1687,128.0,964.8323049545288
895,field1688,128.0,791.0728425979614
896,field1689,128.0,608.7303152084351
897,field1690,128.0,580.9783935546875
898,field1691,128.0,503.9215087890625
899,field1692,128.0,634.6702556610107
900,field1693,128.0,620.365138053894
901,field1694,128.0,581.6459636688232
902,field1695,128.0,557.2319030761719
903,field1696,128.0,562.9539432525635
904,field1697,128.0,566.0057039260864
905,field1698,128.0,557.4226341247559
906,field1699,128.0,602.7221632003784
907,field1700,128.0,743.293758392334
908,field1701,128.0,890.7318086624146
909,field1702,128.0,723.2665996551514
910,field1703,128.0,495.4338035583496
911,field1704,128.0,273.5137939453125
912,field1705,128.0,147.89772033691406
913,field1706,128.0,97.32532501220703
914,field1707,128.0,87.28981018066406
915,field1708,114.0,80.37948608398438
916,field1709,75.0,59.87548828125
917,field1710,128.0,85.99090576171875
918,field1711,135.0,91.3686752319336
919,field1712,149.0,100.07667541503906
920,field1713,92.0,55.88054656982422
921,field1714,128.0,82.88192749023438
922,field1715,141.0,77.83985137939453
923,field1716,129.0,83.71925354003906
924,field1717,77.0,40.378570556640625
925,field1718,128.0,96.82941436767578
926,field1719,119.0,118.2708740234375
927,field1720,91.0,123.21186065673828
928,field1721,64.0,202.65579223632812
929,field1722,78.0,261.69204235076904
930,field1723,108.0,339.94388580322266
931,field1724,128.0,477.5047302246094
932,field1725,128.0,758.9340133666992
933,field1726,128.0,1556.396484375
934,field1727,128.0,3284.740447998047
935,field1728,128.0,1990.3182983398438
936,field1729,128.0,2424.8123168945312
937,field1730,128.0,1820.8503704071045
938,field1731,128.0,1064.3005352020264
939,field1732,128.0,871.7536869049072
940,field1733,128.0,749.778733253479
941,field1734,128.0,653.2669038772583
942,field1735,130.0,988.8648977279663
943,field1736,130.0,875.7591218948364
944,field1737,128.0,894.9279775619507
945,field1738,128.0,912.5709524154663
946,field1739,128.0,850.2006511688232
947,field1740,128.0,855.5412282943726
948,field1741,128.0,911.1404409408569
949,field1742,128.0,1113.4147624969482
950,field1743,128.0,1041.0308818817139
951,field1744,128.0,639.1525239944458
952,field1745,128.0,372.88665199279785
953,field1746,128.0,206.77852630615234
954,field1747,128.0,133.1930160522461
955,field1748,128.0,91.52603149414062
956,field1749,128.0,89.12277221679688
957,field1750,127.0,79.50592041015625
958,field1751,128.0,95.32546997070312
959,field1752,129.0,96.99630737304688
960,field1753,146.0,94.7580337524414
961,field1754,88.0,53.1768798828125
962,field1755,145.0,87.50629425048828
963,field1756,110.0,71.57325744628906
964,field1757,128.0,70.93524932861328
965,field1758,89.0,60.79292297363281
966,field1759,124.0,105.91888427734375
967,field1760,83.0,111.30142211914062
968,field1761,64.0,179.95834350585938
969,field1762,126.0,268.8751106262207
970,field1763,128.0,364.0928268432617
971,field1764,128.0,490.1885986328125
972,field1765,128.0,801.6586284637451
973,field1766,128.0,1756.477355003357
974,field1767,128.0,2151.0124187469482
975,field1768,128.0,2169.8951683044434
976,field1769,128.0,3323.1735229492188
977,field1770,128.0,1963.1385793685913
978,field1771,128.0,1428.5087585449219
979,field1772,128.0,1054.0962209701538
980,field1773,128.0,1023.7693786621094
981,field1774,129.0,1563.16757106781
982,field1775,130.0,1360.988615989685
983,field1776,130.0,1401.0429382324219
984,field1777,130.0,1495.8381652832031
985,field1778,128.0,1300.048828125
986,field1779,128.0,978.6605815887451
987,field1780,128.0,879.1923484802246
988,field1781,128.0,943.1838979721069
989,field1782,128.0,749.6833782196045
990,field1783,128.0,444.60296058654785
991,field1784,128.0,259.1133117675781
992,field1785,128.0,138.22269439697266
993,field1786,128.0,111.87553405761719
994,field1787,128.0,93.4610366821289
995,field1788,128.0,88.1967544555664
996,field1789,128.0,91.29619598388672
997,field1790,128.0,96.0073471069336
998,field1791,115.0,74.64027404785156
999,field1792,111.0,68.72749328613281
1000,field1793,58.0,52.31952667236328
1001,field1794,57.0,44.37065124511719
1002,field1795,85.0,228.3658971786499
1003,field1796,21.0,25.177001953125
1004,field1797,64.0,119.59075927734375
1005,field1798,61.0,147.81951904296875
1006,field1799,66.0,257.15540981292725
1007,field1800,128.0,363.7590398788452
1008,field1801,128.0,531.6734313964844
1009,field1802,128.0,771.9039897918701
1010,field1803,128.0,1844.7875967025757
1011,field1804,128.0,2079.9636812210083
1012,field1805,128.0,2765.8462505340576
1013,field1806,128.0,3204.1549682617188
1014,field1807,128.0,2542.400360107422
1015,field1808,129.0,1932.43026638031
1016,field1809,128.0,2113.342282295227
1017,field1810,129.0,2152.2521963119507
1018,field1811,129.0,1794.6243286132812
1019,field1812,128.0,1225.2807607650757
1020,field1813,128.0,886.1541738510132
1021,field1814,128.0,842.4758911132812
1022,field1815,128.0,551.5098543167114
1023,field1816,128.0,389.28985023498535
1024,field1817,128.0,239.19391632080078
1025,field1818,128.0,129.29916381835938
1026,field1819,128.0,90.04402160644531
1027,field1820,126.0,80.99746704101562
1028,field1821,64.0,52.91461944580078
1029,field1822,65.0,63.343048095703125
1030,field1823,126.0,82.51571655273438
1031,field1824,84.0,507.26985454559326
1032,field1825,28.0,20.38288116455078
1033,field1826,4.0,2.5720596313476562
1034,field1827,23.0,22.711753845214844
1035,field1828,58.0,84.11407470703125
1036,field1829,64.0,138.4735107421875
1037,field1830,64.0,167.56057739257812
1038,field1831,64.0,234.4131383895874
1039,field1832,127.0,375.99944972991943
1040,field1833,128.0,615.5147542953491
1041,field1834,128.0,1029.3006887435913
1042,field1835,128.0,2029.9911479949951
1043,field1836,128.0,2532.8636150360107
1044,field1837,128.0,2326.4884939193726
1045,field1838,128.0,2125.167844772339
1046,field1839,128.0,1372.3373403549194
1047,field1840,128.0,1466.560362815857
1048,field1841,128.0,1044.368740081787
1049,field1842,128.0,631.9999666213989
1050,field1843,128.0,468.4448232650757
1051,field1844,128.0,309.08584117889404
1052,field1845,128.0,186.279296875
1053,field1846,128.0,109.05170440673828
1054,field1847,128.0,75.61588287353516
1055,field1848,64.0,47.591209411621094
1056,field1849,64.0,47.44243621826172
1057,field1850,60.0,45.365333557128906
1058,field1851,8.0,5.496978759765625
1059,field1854,2.0,1.560211181640625
1060,field1855,63.0,75.43563842773438
1061,field1856,63.0,99.46823120117188
1062,field1857,57.0,112.34283447265625
1063,field1858,128.0,202.4602861404419
1064,field1859,128.0,413.3844356536865
1065,field1860,128.0,884.5415105819702
1066,field1861,128.0,1254.2343139648438
1067,field1862,128.0,1235.9619140625
1068,field1863,128.0,612.1635417938232
1069,field1864,128.0,553.8511257171631
1070,field1865,128.0,367.8388557434082
1071,field1866,128.0,278.5091333389282
1072,field1867,128.0,156.19850158691406
1073,field1868,128.0,101.23062133789062
1074,field1869,120.0,53.558349609375
1075,field1870,64.0,39.20936584472656
1076,field1871,48.0,29.946327209472656
1077,field1877,64.0,58.66718292236328
1078,field1878,128.0,144.39868927001953
1079,field1879,128.0,303.2836904525757
1080,field1880,128.0,477.3921947479248
1081,field1881,119.0,118.70574951171875
1082,field1882,118.0,112.17021942138672
1083,field1883,118.0,83.14800262451172
1084,field1884,118.0,33.614158630371094
1085,field1885,115.0,20.51067352294922
1086,field1893,58.0,34.70325469970703
